Disease_Label,Symptom_Text
Hen suyễn,"dấu hiệu suy nhược, mất ngủ, hụt hơi, thở rít, đau đầu, lừ đừ"
Hen suyễn,"sốt, ho nhiều về đêm, thở rít, mất ngủ, chán ăn"
Hen suyễn,"hay bị thở rít, ớn lạnh, chán ăn"
Hen suyễn,"mấy hôm nay tôi bị mệt mỏi, suy nhược, lừ đừ, buồn nôn, đau nhức ngực"
Hen suyễn,"mấy hôm nay tôi bị sốt, mệt mỏi, khó thở, đau đầu"
Hen suyễn,"mất ngủ, chán ăn, đau đầu, buồn nôn, khó thở"
Hen suyễn,"có triệu chứng ớn lạnh, nặng ngực, hụt hơi, đau đầu, mệt mỏi, mất ngủ"
Hen suyễn,"buồn nôn, mất ngủ, thở rít, ớn lạnh"
Hen suyễn,"cảm thấy ho nhiều về đêm, mệt mỏi, nặng ngực, lừ đừ"
Hen suyễn,"mình đang ho nhiều về đêm, mệt mỏi, ớn lạnh, lừ đừ, thở khò khè, đau đầu"
Hen suyễn,"có triệu chứng hụt hơi, thở rít"
Hen suyễn,"suy nhược, lừ đừ, ớn lạnh, khó thở"
Hen suyễn,"thở rít, khó chịu trong người, ho nhiều về đêm, sốt"
Hen suyễn,"đau nhức ngực, lừ đừ, mệt mỏi"
Hen suyễn,"chán ăn, mất ngủ, khó chịu trong người, khó thở, suy nhược"
Hen suyễn,"đau nhức ngực, nặng ngực, buồn nôn, mất ngủ, ớn lạnh"
Hen suyễn,"dấu hiệu mệt mỏi, ớn lạnh, suy nhược, mất ngủ, thở khò khè"
Hen suyễn,"cháu bị mất ngủ, đau nhức ngực, suy nhược, mệt mỏi"
Hen suyễn,"cảm thấy đau nhức ngực, buồn nôn, nặng ngực, đau đầu"
Hen suyễn,"đau đầu, suy nhược, buồn nôn, ho nhiều về đêm"
Hen suyễn,"thở rít, sốt, thở khò khè, lừ đừ, buồn nôn, chán ăn"
Hen suyễn,"khó chịu trong người, sốt, đau nhức ngực, khó thở"
Hen suyễn,"đau nhức ngực, chán ăn, đau đầu, mất ngủ, lừ đừ"
Hen suyễn,"ớn lạnh, sốt, đau nhức ngực, khó chịu trong người, mệt mỏi, ho nhiều về đêm"
Hen suyễn,"chán ăn, mệt mỏi, ớn lạnh, nặng ngực, khó chịu trong người"
Hen suyễn,"sốt, mệt mỏi, ho nhiều về đêm"
Hen suyễn,"cháu bị mất ngủ, ớn lạnh, buồn nôn, khó thở"
Hen suyễn,"cảm thấy mệt mỏi, thở khò khè, mất ngủ, ho nhiều về đêm, ớn lạnh"
Hen suyễn,"buồn nôn, lừ đừ, ho nhiều về đêm, ớn lạnh, chán ăn"
Hen suyễn,"buồn nôn, đau đầu, suy nhược, đau nhức ngực, lừ đừ"
Hen suyễn,"tôi bị thở khò khè, buồn nôn, mất ngủ, lừ đừ, ho nhiều về đêm, đau đầu"
Hen suyễn,"tự nhiên bị đau đầu, khó thở, chán ăn, ớn lạnh"
Hen suyễn,"bác sĩ ơi tôi bị mệt mỏi, lừ đừ, thở rít, khó thở"
Hen suyễn,"cháu bị ớn lạnh, khó chịu trong người, đau nhức ngực, ho nhiều về đêm, lừ đừ, đau đầu"
Hen suyễn,"lừ đừ, nặng ngực, chán ăn, ho nhiều về đêm"
Hen suyễn,"thở rít, sốt, đau nhức ngực, suy nhược, lừ đừ, chán ăn"
Hen suyễn,"cảm thấy mệt mỏi, lừ đừ, nặng ngực, ớn lạnh"
Hen suyễn,"lừ đừ, mất ngủ, suy nhược, hụt hơi, ớn lạnh, đau nhức ngực"
Hen suyễn,"dấu hiệu ớn lạnh, nặng ngực, đau đầu, ho nhiều về đêm"
Hen suyễn,"mấy hôm nay tôi bị đau đầu, mất ngủ, suy nhược, thở khò khè"
Hen suyễn,"thở rít, chán ăn, mệt mỏi, buồn nôn"
Hen suyễn,"có triệu chứng khó chịu trong người, chán ăn, mất ngủ, thở rít, mệt mỏi"
Hen suyễn,"cháu bị suy nhược, mệt mỏi, khó chịu trong người, mất ngủ, khó thở"
Hen suyễn,"bác sĩ ơi tôi bị đau nhức ngực, khó thở, lừ đừ, đau đầu"
Hen suyễn,"mấy hôm nay tôi bị đau nhức ngực, lừ đừ, sốt, khó thở"
Hen suyễn,"có triệu chứng khó thở, đau nhức ngực, mất ngủ, ớn lạnh, mệt mỏi, khó chịu trong người"
Hen suyễn,"dấu hiệu khó thở, buồn nôn, suy nhược"
Hen suyễn,"mệt mỏi, đau đầu, hụt hơi, thở khò khè"
Hen suyễn,"khó thở, nặng ngực, lừ đừ, đau đầu, buồn nôn"
Hen suyễn,"ớn lạnh, ho nhiều về đêm, đau đầu, buồn nôn, đau nhức ngực"
Hen suyễn,"sốt, ho nhiều về đêm, thở khò khè, buồn nôn, mệt mỏi, mất ngủ"
Hen suyễn,"buồn nôn, ho nhiều về đêm, suy nhược, đau nhức ngực, chán ăn"
Hen suyễn,"ớn lạnh, đau đầu, thở rít, chán ăn, nặng ngực"
Hen suyễn,"khó chịu trong người, ớn lạnh, hụt hơi, mất ngủ, đau đầu"
Hen suyễn,"mình đang mệt mỏi, chán ăn, suy nhược, mất ngủ, hụt hơi"
Hen suyễn,"thở rít, hụt hơi, ớn lạnh, lừ đừ, buồn nôn, đau đầu"
Hen suyễn,"tôi bị mất ngủ, thở khò khè, lừ đừ, sốt, khó chịu trong người"
Hen suyễn,"ớn lạnh, nặng ngực, lừ đừ, suy nhược, mệt mỏi"
Hen suyễn,"có triệu chứng buồn nôn, hụt hơi, mệt mỏi, lừ đừ, chán ăn"
Hen suyễn,"sốt, đau đầu, suy nhược, ớn lạnh, ho nhiều về đêm"
Hen suyễn,"tự nhiên bị mệt mỏi, khó chịu trong người, chán ăn, sốt, đau nhức ngực"
Hen suyễn,"mệt mỏi, mất ngủ, thở rít, khó chịu trong người"
Hen suyễn,"mình đang ớn lạnh, thở rít, chán ăn, khó chịu trong người"
Hen suyễn,"mệt mỏi, hụt hơi, lừ đừ"
Hen suyễn,"tự nhiên bị mất ngủ, suy nhược, hụt hơi"
Hen suyễn,"tự nhiên bị đau đầu, lừ đừ, thở rít"
Hen suyễn,"mất ngủ, ho nhiều về đêm, đau đầu, khó chịu trong người, hụt hơi"
Hen suyễn,"mệt mỏi, ho nhiều về đêm, buồn nôn"
Hen suyễn,"mệt mỏi, mất ngủ, đau đầu, buồn nôn, ho nhiều về đêm"
Hen suyễn,"lừ đừ, buồn nôn, nặng ngực, khó thở"
Hen suyễn,"có triệu chứng ho nhiều về đêm, thở khò khè, buồn nôn, chán ăn, sốt"
Hen suyễn,"tự nhiên bị đau đầu, suy nhược, nặng ngực, chán ăn, khó thở"
Hen suyễn,"cháu bị nặng ngực, khó chịu trong người, ớn lạnh"
Hen suyễn,"chán ăn, ớn lạnh, khó chịu trong người, mất ngủ, nặng ngực"
Hen suyễn,"hay bị chán ăn, đau nhức ngực, lừ đừ, khó thở"
Hen suyễn,"thở khò khè, đau đầu, suy nhược, sốt, ớn lạnh"
Hen suyễn,"ho nhiều về đêm, hụt hơi, ớn lạnh, lừ đừ, buồn nôn, mất ngủ"
Hen suyễn,"dấu hiệu lừ đừ, ho nhiều về đêm, khó thở, suy nhược, buồn nôn"
Hen suyễn,"cảm thấy ớn lạnh, lừ đừ, ho nhiều về đêm"
Hen suyễn,"mình đang thở khò khè, khó chịu trong người, đau đầu, chán ăn, ho nhiều về đêm"
Hen suyễn,"khó chịu trong người, chán ăn, hụt hơi, đau đầu, buồn nôn"
Hen suyễn,"thở khò khè, khó thở"
Hen suyễn,"dấu hiệu đau nhức ngực, nặng ngực, mất ngủ, khó chịu trong người, sốt, buồn nôn"
Hen suyễn,"mấy hôm nay tôi bị đau đầu, ớn lạnh, nặng ngực, khó thở"
Hen suyễn,"có triệu chứng đau nhức ngực, ớn lạnh, buồn nôn"
Hen suyễn,"khó thở, khó chịu trong người, mệt mỏi, sốt, ớn lạnh, đau nhức ngực"
Hen suyễn,"mấy hôm nay tôi bị nặng ngực, mất ngủ, lừ đừ, suy nhược, mệt mỏi, hụt hơi"
Hen suyễn,"tôi bị chán ăn, ớn lạnh, ho nhiều về đêm, đau đầu, khó chịu trong người"
Hen suyễn,"đau nhức ngực, khó chịu trong người, chán ăn, mệt mỏi, ớn lạnh, nặng ngực"
Hen suyễn,"cháu bị ớn lạnh, buồn nôn, hụt hơi, khó chịu trong người"
Hen suyễn,"tự nhiên bị đau đầu, buồn nôn, khó chịu trong người, thở khò khè, mệt mỏi"
Hen suyễn,"tự nhiên bị suy nhược, sốt, khó thở, đau đầu"
Hen suyễn,"suy nhược, mất ngủ, nặng ngực, thở khò khè, khó chịu trong người"
Hen suyễn,"sốt, chán ăn, đau nhức ngực, thở khò khè, lừ đừ, ớn lạnh"
Hen suyễn,"mất ngủ, ho nhiều về đêm, thở rít, đau đầu"
Hen suyễn,"tự nhiên bị chán ăn, khó chịu trong người, mất ngủ, nặng ngực, lừ đừ"
Hen suyễn,"dấu hiệu sốt, ớn lạnh, khó thở, đau nhức ngực, đau đầu, khó chịu trong người"
Hen suyễn,"mệt mỏi, hụt hơi, ớn lạnh, đau nhức ngực"
Hen suyễn,"ho nhiều về đêm, mệt mỏi, khó thở, lừ đừ, sốt"
Hen suyễn,"sốt, đau đầu, thở rít, khó chịu trong người"
Hen suyễn,"hay bị lừ đừ, đau đầu, ho nhiều về đêm, khó thở"
Hen suyễn,"có triệu chứng suy nhược, đau đầu, đau nhức ngực, thở rít"
Hen suyễn,"cảm thấy buồn nôn, đau đầu, đau nhức ngực, mệt mỏi"
Hen suyễn,"dấu hiệu đau đầu, suy nhược, thở rít, mệt mỏi"
Hen suyễn,"tự nhiên bị lừ đừ, nặng ngực, suy nhược, đau đầu, chán ăn"
Hen suyễn,"hụt hơi, chán ăn, khó chịu trong người, thở khò khè"
Hen suyễn,"nặng ngực, suy nhược, đau đầu, đau nhức ngực, chán ăn"
Hen suyễn,"khó thở, mất ngủ, chán ăn, sốt"
Hen suyễn,"có triệu chứng suy nhược, sốt, đau nhức ngực, chán ăn, mệt mỏi"
Hen suyễn,"khó chịu trong người, buồn nôn, lừ đừ, hụt hơi, khó thở, đau đầu"
Hen suyễn,"có triệu chứng lừ đừ, khó thở, suy nhược, buồn nôn, thở rít, chán ăn"
Hen suyễn,"sốt, mất ngủ, khó thở, đau đầu"
Hen suyễn,"dấu hiệu suy nhược, đau đầu, ớn lạnh, buồn nôn, ho nhiều về đêm"
Hen suyễn,"hay bị khó thở, buồn nôn, suy nhược, mất ngủ, chán ăn"
Hen suyễn,"mệt mỏi, thở khò khè, mất ngủ, chán ăn, ớn lạnh, hụt hơi"
Hen suyễn,"sốt, hụt hơi, ớn lạnh, đau nhức ngực, buồn nôn, suy nhược"
Hen suyễn,"tự nhiên bị chán ăn, hụt hơi, khó chịu trong người, thở rít, đau đầu, mất ngủ"
Hen suyễn,"đau nhức ngực, khó chịu trong người, sốt, chán ăn, buồn nôn"
Hen suyễn,"tôi bị mất ngủ, suy nhược, thở khò khè"
Hen suyễn,"thở rít, lừ đừ, đau đầu, suy nhược, ớn lạnh"
Hen suyễn,"suy nhược, thở khò khè, mất ngủ, chán ăn"
Hen suyễn,"mấy hôm nay tôi bị suy nhược, khó thở, mất ngủ, nặng ngực"
Hen suyễn,"bác sĩ ơi tôi bị lừ đừ, ho nhiều về đêm, thở rít, buồn nôn, mất ngủ"
Hen suyễn,"chán ăn, ớn lạnh, hụt hơi"
Hen suyễn,"mình đang chán ăn, mất ngủ, ho nhiều về đêm, buồn nôn, khó chịu trong người"
Hen suyễn,"sốt, ớn lạnh, buồn nôn, đau nhức ngực, thở rít, suy nhược"
Hen suyễn,"mất ngủ, ho nhiều về đêm, khó thở, ớn lạnh"
Hen suyễn,"ho nhiều về đêm, lừ đừ, thở khò khè, buồn nôn, đau đầu"
Hen suyễn,"mình đang thở rít, buồn nôn, đau đầu"
Hen suyễn,"tôi bị suy nhược, ớn lạnh, ho nhiều về đêm, nặng ngực"
Hen suyễn,"mệt mỏi, đau đầu, khó thở, buồn nôn, hụt hơi, ớn lạnh"
Hen suyễn,"có triệu chứng mệt mỏi, ớn lạnh, đau nhức ngực, mất ngủ"
Hen suyễn,"cảm thấy suy nhược, đau đầu, buồn nôn, khó chịu trong người, thở rít"
Hen suyễn,"sốt, khó thở, mệt mỏi, suy nhược, ớn lạnh, ho nhiều về đêm"
Hen suyễn,"đau nhức ngực, suy nhược, mất ngủ"
Hen suyễn,"nặng ngực, sốt, chán ăn, buồn nôn, suy nhược"
Hen suyễn,"mệt mỏi, đau nhức ngực, buồn nôn, ho nhiều về đêm"
Hen suyễn,"nặng ngực, sốt, buồn nôn, lừ đừ, đau đầu"
Hen suyễn,"dấu hiệu hụt hơi, đau đầu, khó chịu trong người"
Hen suyễn,"sốt, hụt hơi, khó thở, suy nhược"
Hen suyễn,"đau nhức ngực, mất ngủ, thở rít, buồn nôn"
Hen suyễn,"ớn lạnh, thở rít, suy nhược, đau nhức ngực, sốt"
Hen suyễn,"khó thở, thở rít, mất ngủ, chán ăn, lừ đừ"
Hen suyễn,"có triệu chứng đau đầu, nặng ngực, ớn lạnh, khó chịu trong người, đau nhức ngực"
Hen suyễn,"nặng ngực, thở khò khè, mất ngủ, buồn nôn"
Hen suyễn,"thở khò khè, nặng ngực, sốt, khó chịu trong người"
Hen suyễn,"đau đầu, ho nhiều về đêm, mệt mỏi, ớn lạnh"
Hen suyễn,"sốt, đau nhức ngực, chán ăn, mất ngủ, suy nhược"
Hen suyễn,"ho nhiều về đêm, hụt hơi, đau đầu, sốt, chán ăn"
Hen suyễn,"dấu hiệu đau nhức ngực, mất ngủ, thở khò khè, sốt, ớn lạnh"
Hen suyễn,"cháu bị buồn nôn, mất ngủ, hụt hơi, khó chịu trong người, đau nhức ngực, đau đầu"
Hen suyễn,"suy nhược, lừ đừ, mệt mỏi, buồn nôn, thở khò khè, khó thở"
Hen suyễn,"khó chịu trong người, đau đầu, khó thở, đau nhức ngực, lừ đừ, buồn nôn"
Hen suyễn,"hay bị nặng ngực, sốt, mệt mỏi, khó thở"
Hen suyễn,"mấy hôm nay tôi bị buồn nôn, mệt mỏi, suy nhược, ho nhiều về đêm"
Hen suyễn,"bác sĩ ơi tôi bị đau nhức ngực, đau đầu, nặng ngực, ớn lạnh, mệt mỏi, suy nhược"
Hen suyễn,"thở rít, lừ đừ, thở khò khè, chán ăn, mệt mỏi"
Hen suyễn,"dấu hiệu mất ngủ, nặng ngực, khó chịu trong người"
Hen suyễn,"dấu hiệu khó chịu trong người, đau đầu, thở khò khè, mất ngủ"
Hen suyễn,"tự nhiên bị sốt, khó thở, ớn lạnh, đau nhức ngực, khó chịu trong người"
Hen suyễn,"dấu hiệu chán ăn, mất ngủ, suy nhược, ho nhiều về đêm"
Hen suyễn,"hay bị sốt, lừ đừ, mệt mỏi, nặng ngực, buồn nôn, đau nhức ngực"
Hen suyễn,"đau nhức ngực, buồn nôn, đau đầu, lừ đừ"
Hen suyễn,"ớn lạnh, đau nhức ngực, thở khò khè, buồn nôn, mệt mỏi"
Hen suyễn,"chán ăn, buồn nôn, ớn lạnh, khó thở"
Hen suyễn,"khó chịu trong người, lừ đừ, thở rít, hụt hơi, buồn nôn, mệt mỏi"
Hen suyễn,"cháu bị hụt hơi, buồn nôn, chán ăn, suy nhược"
Hen suyễn,"thở khò khè, sốt, thở rít, buồn nôn, mệt mỏi, mất ngủ"
Hen suyễn,"mình đang mất ngủ, thở khò khè, ớn lạnh, khó thở, đau đầu"
Hen suyễn,"khó chịu trong người, chán ăn, lừ đừ, thở rít, buồn nôn, đau nhức ngực"
Hen suyễn,"cháu bị đau đầu, nặng ngực, suy nhược, khó thở"
Hen suyễn,"mấy hôm nay tôi bị suy nhược, lừ đừ, hụt hơi, mất ngủ"
Hen suyễn,"khó chịu trong người, chán ăn, đau đầu, mất ngủ, nặng ngực, thở rít"
Hen suyễn,"tự nhiên bị hụt hơi, ớn lạnh, mệt mỏi, đau nhức ngực"
Hen suyễn,"đau đầu, mệt mỏi, thở khò khè, đau nhức ngực"
Hen suyễn,"tôi bị sốt, nặng ngực, mất ngủ, chán ăn"
Hen suyễn,"bác sĩ ơi tôi bị chán ăn, nặng ngực, mất ngủ, thở khò khè"
Hen suyễn,"nặng ngực, lừ đừ, đau nhức ngực, chán ăn, mệt mỏi, đau đầu"
Hen suyễn,"suy nhược, buồn nôn, khó thở, đau đầu, sốt"
Hen suyễn,"dấu hiệu chán ăn, thở rít, sốt, khó chịu trong người"
Hen suyễn,"mình đang mệt mỏi, chán ăn, suy nhược, nặng ngực"
Hen suyễn,"cháu bị nặng ngực, đau đầu, ớn lạnh, lừ đừ, khó chịu trong người"
Hen suyễn,"khó chịu trong người, mất ngủ, nặng ngực, mệt mỏi, thở rít"
Hen suyễn,"lừ đừ, thở rít, chán ăn, khó chịu trong người"
Hen suyễn,"tôi bị chán ăn, đau nhức ngực, mệt mỏi, lừ đừ, mất ngủ"
Hen suyễn,"mình đang ho nhiều về đêm, suy nhược, khó chịu trong người"
Hen suyễn,"suy nhược, ho nhiều về đêm, ớn lạnh"
Hen suyễn,"thở rít, chán ăn, khó thở, sốt"
Hen suyễn,"thở khò khè, khó chịu trong người, đau nhức ngực, sốt, buồn nôn"
Hen suyễn,"sốt, đau đầu, khó chịu trong người, khó thở, đau nhức ngực, mất ngủ"
Hen suyễn,"ho nhiều về đêm, thở khò khè, khó chịu trong người, buồn nôn"
Hen suyễn,"nặng ngực, buồn nôn, đau đầu, chán ăn, sốt, thở khò khè"
Hen suyễn,"chán ăn, hụt hơi, ho nhiều về đêm, khó chịu trong người, buồn nôn, lừ đừ"
Hen suyễn,"tự nhiên bị sốt, thở rít, thở khò khè, chán ăn, mất ngủ"
Hen suyễn,"lừ đừ, thở rít, ớn lạnh, khó chịu trong người, thở khò khè, mệt mỏi"
Hen suyễn,"đau đầu, mệt mỏi, nặng ngực, ớn lạnh, hụt hơi, buồn nôn"
Hen suyễn,"sốt, mệt mỏi, ớn lạnh, khó thở"
Hen suyễn,"mình đang khó chịu trong người, thở khò khè, chán ăn, mệt mỏi"
Hen suyễn,"thở khò khè, khó chịu trong người, lừ đừ, nặng ngực"
Hen suyễn,"mấy hôm nay tôi bị mất ngủ, sốt, thở rít, đau đầu"
Hen suyễn,"chán ăn, đau đầu, mệt mỏi, thở rít, khó thở, suy nhược"
Hen suyễn,"khó thở, khó chịu trong người, đau đầu, ớn lạnh, sốt"
Hen suyễn,"cháu bị chán ăn, buồn nôn, hụt hơi, ớn lạnh, khó chịu trong người"
Hen suyễn,"lừ đừ, ho nhiều về đêm, đau đầu, suy nhược"
Hen suyễn,"tự nhiên bị buồn nôn, đau đầu, mệt mỏi, thở khò khè, ho nhiều về đêm, ớn lạnh"
Hen suyễn,"tôi bị sốt, ho nhiều về đêm, lừ đừ, đau đầu, buồn nôn, hụt hơi"
Hen suyễn,"có triệu chứng ho nhiều về đêm, mệt mỏi, buồn nôn"
Hen suyễn,"bác sĩ ơi tôi bị khó chịu trong người, thở rít, suy nhược, ớn lạnh, nặng ngực, buồn nôn"
Hen suyễn,"cảm thấy thở khò khè, đau đầu, khó thở, suy nhược"
Hen suyễn,"buồn nôn, khó thở, chán ăn, khó chịu trong người"
Hen suyễn,"thở khò khè, khó chịu trong người, mất ngủ"
Hen suyễn,"cảm thấy chán ăn, đau nhức ngực, khó thở, sốt, mệt mỏi"
Hen suyễn,"ho nhiều về đêm, buồn nôn, khó chịu trong người, mất ngủ, suy nhược"
Hen suyễn,"đau đầu, chán ăn, lừ đừ, thở rít, mất ngủ"
Hen suyễn,"mình đang chán ăn, thở rít, mất ngủ, lừ đừ"
Hen suyễn,"mấy hôm nay tôi bị chán ăn, mệt mỏi, khó chịu trong người, đau đầu, ho nhiều về đêm"
Hen suyễn,"mình đang sốt, ớn lạnh, khó chịu trong người, thở rít, chán ăn"
Hen suyễn,"tôi bị lừ đừ, khó chịu trong người, ớn lạnh, ho nhiều về đêm"
Hen suyễn,"có triệu chứng ho nhiều về đêm, sốt, đau đầu"
Hen suyễn,"buồn nôn, mất ngủ, đau đầu, thở rít"
Hen suyễn,"dấu hiệu hụt hơi, khó chịu trong người, đau nhức ngực, chán ăn, đau đầu"
Hen suyễn,"buồn nôn, thở khò khè, lừ đừ"
Hen suyễn,"mình đang nặng ngực, buồn nôn, mất ngủ, khó thở, ớn lạnh, lừ đừ"
Hen suyễn,"ớn lạnh, chán ăn, thở khò khè, sốt, thở rít"
Hen suyễn,"suy nhược, lừ đừ, ớn lạnh, buồn nôn, ho nhiều về đêm"
Hen suyễn,"mệt mỏi, ho nhiều về đêm, chán ăn, thở rít"
Hen suyễn,"nặng ngực, ho nhiều về đêm, ớn lạnh, khó chịu trong người"
Hen suyễn,"dấu hiệu ho nhiều về đêm, lừ đừ, khó thở, chán ăn"
Hen suyễn,"khó chịu trong người, nặng ngực, mệt mỏi, mất ngủ, hụt hơi"
Hen suyễn,"buồn nôn, nặng ngực, lừ đừ, ớn lạnh, đau đầu"
Hen suyễn,"tôi bị sốt, ho nhiều về đêm, buồn nôn, chán ăn, mất ngủ"
Hen suyễn,"đau nhức ngực, thở rít, buồn nôn, mất ngủ, chán ăn"
Hen suyễn,"mấy hôm nay tôi bị suy nhược, đau đầu, chán ăn, thở khò khè"
Hen suyễn,"có triệu chứng thở rít, sốt, đau đầu, đau nhức ngực, ớn lạnh, suy nhược"
Hen suyễn,"hay bị ớn lạnh, chán ăn, thở khò khè"
Hen suyễn,"chán ăn, đau đầu, khó thở, buồn nôn, nặng ngực, ớn lạnh"
Hen suyễn,"sốt, đau nhức ngực, mất ngủ, khó chịu trong người, thở rít"
Hen suyễn,"thở rít, lừ đừ, suy nhược, ho nhiều về đêm"
Hen suyễn,"dấu hiệu khó thở, sốt, mệt mỏi"
Hen suyễn,"đau nhức ngực, đau đầu, mệt mỏi, mất ngủ, buồn nôn"
Hen suyễn,"buồn nôn, đau đầu, hụt hơi, suy nhược, mất ngủ"
Hen suyễn,"mình đang khó chịu trong người, ho nhiều về đêm, lừ đừ, chán ăn, thở khò khè, đau đầu"
Hen suyễn,"thở rít, sốt, buồn nôn, suy nhược"
Hen suyễn,"khó chịu trong người, nặng ngực, thở rít, mất ngủ, đau đầu"
Hen suyễn,"đau nhức ngực, lừ đừ, đau đầu, hụt hơi"
Hen suyễn,"hay bị hụt hơi, ớn lạnh, thở khò khè, mất ngủ, đau đầu"
Hen suyễn,"mấy hôm nay tôi bị mệt mỏi, đau nhức ngực, sốt, ớn lạnh, hụt hơi, chán ăn"
Hen suyễn,"mệt mỏi, hụt hơi, lừ đừ, buồn nôn, ớn lạnh"
Hen suyễn,"đau nhức ngực, mệt mỏi, mất ngủ, ớn lạnh, khó chịu trong người"
Hen suyễn,"mất ngủ, đau đầu, ho nhiều về đêm"
Hen suyễn,"ớn lạnh, thở rít, mất ngủ, sốt, khó chịu trong người"
Hen suyễn,"tự nhiên bị đau nhức ngực, sốt, khó thở, ớn lạnh"
Hen suyễn,"thở khò khè, mệt mỏi, suy nhược, khó chịu trong người, đau nhức ngực, chán ăn"
Hen suyễn,"hụt hơi, lừ đừ, suy nhược, đau nhức ngực, mất ngủ"
Hen suyễn,"mất ngủ, hụt hơi, mệt mỏi, đau đầu, buồn nôn, thở khò khè"
Hen suyễn,"tôi bị ho nhiều về đêm, mất ngủ, khó chịu trong người"
Hen suyễn,"khó thở, mất ngủ, suy nhược, chán ăn"
Hen suyễn,"có triệu chứng hụt hơi, ớn lạnh, buồn nôn"
Hen suyễn,"mình đang khó chịu trong người, thở rít, suy nhược"
Hen suyễn,"dấu hiệu ớn lạnh, lừ đừ, buồn nôn, thở khò khè, thở rít, suy nhược"
Hen suyễn,"tôi bị mệt mỏi, suy nhược, đau đầu, ớn lạnh, đau nhức ngực, ho nhiều về đêm"
Hen suyễn,"có triệu chứng ho nhiều về đêm, ớn lạnh, buồn nôn, khó chịu trong người, lừ đừ"
Hen suyễn,"cảm thấy khó thở, mệt mỏi, chán ăn, đau đầu"
Hen suyễn,"ớn lạnh, buồn nôn, chán ăn, ho nhiều về đêm, khó thở, khó chịu trong người"
Hen suyễn,"cháu bị sốt, nặng ngực, suy nhược, hụt hơi"
Hen suyễn,"đau đầu, buồn nôn, thở khò khè, khó chịu trong người, mệt mỏi, đau nhức ngực"
Hen suyễn,"hụt hơi, khó chịu trong người, thở khò khè, đau đầu"
Hen suyễn,"khó chịu trong người, buồn nôn, ớn lạnh, sốt, hụt hơi, đau nhức ngực"
Hen suyễn,"ớn lạnh, hụt hơi, mất ngủ"
Hen suyễn,"mệt mỏi, đau đầu, sốt, ho nhiều về đêm"
Hen suyễn,"lừ đừ, khó thở, mất ngủ, buồn nôn"
Hen suyễn,"cảm thấy ớn lạnh, lừ đừ, hụt hơi, sốt, chán ăn"
Hen suyễn,"tự nhiên bị mệt mỏi, lừ đừ, khó chịu trong người, chán ăn, ho nhiều về đêm"
Hen suyễn,"mấy hôm nay tôi bị hụt hơi, mất ngủ, ớn lạnh, chán ăn"
Hen suyễn,"tôi bị buồn nôn, nặng ngực, khó chịu trong người, ho nhiều về đêm, ớn lạnh"
Hen suyễn,"lừ đừ, mất ngủ, nặng ngực, ớn lạnh, đau nhức ngực, mệt mỏi"
Hen suyễn,"ớn lạnh, ho nhiều về đêm, lừ đừ, thở rít, khó chịu trong người"
Hen suyễn,"suy nhược, khó thở, mất ngủ, chán ăn, ho nhiều về đêm, sốt"
Hen suyễn,"đau nhức ngực, khó thở, khó chịu trong người, lừ đừ"
Hen suyễn,"dấu hiệu sốt, mệt mỏi, hụt hơi, lừ đừ, ho nhiều về đêm"
Hen suyễn,"có triệu chứng chán ăn, ho nhiều về đêm, ớn lạnh, nặng ngực"
Hen suyễn,"lừ đừ, ho nhiều về đêm, khó thở, ớn lạnh, sốt, buồn nôn"
Hen suyễn,"dấu hiệu mệt mỏi, ho nhiều về đêm, đau đầu, sốt"
Hen suyễn,"khó chịu trong người, hụt hơi, đau đầu, thở rít, chán ăn"
Hen suyễn,"lừ đừ, chán ăn, suy nhược, ho nhiều về đêm, đau đầu, khó thở"
Hen suyễn,"có triệu chứng mất ngủ, nặng ngực, suy nhược, buồn nôn, thở rít, sốt"
Hen suyễn,"mất ngủ, suy nhược, ho nhiều về đêm, đau đầu"
Hen suyễn,"đau đầu, ho nhiều về đêm, thở rít, ớn lạnh, lừ đừ"
Hen suyễn,"mất ngủ, đau đầu, buồn nôn, thở khò khè, mệt mỏi"
Hen suyễn,"buồn nôn, sốt, khó chịu trong người, khó thở, đau đầu"
Hen suyễn,"có triệu chứng chán ăn, sốt, nặng ngực"
Hen suyễn,"đau đầu, sốt, lừ đừ, thở rít"
Hen suyễn,"có triệu chứng suy nhược, hụt hơi, khó thở, buồn nôn, ớn lạnh, đau đầu"
Hen suyễn,"dấu hiệu ho nhiều về đêm, đau đầu, chán ăn, buồn nôn, ớn lạnh"
Hen suyễn,"tự nhiên bị suy nhược, đau đầu, lừ đừ, mất ngủ, nặng ngực"
Hen suyễn,"khó thở, khó chịu trong người, mệt mỏi"
Hen suyễn,"ớn lạnh, thở rít, mất ngủ, sốt, đau nhức ngực"
Hen suyễn,"hay bị chán ăn, hụt hơi, nặng ngực, suy nhược, khó chịu trong người, buồn nôn"
Hen suyễn,"dấu hiệu buồn nôn, ho nhiều về đêm, nặng ngực, mất ngủ, khó chịu trong người"
Hen suyễn,"sốt, mất ngủ, đau nhức ngực, chán ăn, hụt hơi"
Hen suyễn,"hay bị suy nhược, lừ đừ, thở khò khè, đau nhức ngực"
Hen suyễn,"mình đang khó chịu trong người, thở khò khè, đau đầu"
Hen suyễn,"mấy hôm nay tôi bị khó chịu trong người, mệt mỏi, thở khò khè, khó thở"
